Order,Reviewer_Name,Date,Review,Sentiment Score,Sentiment Category,Related_to_Feminism
503,klretheridge,29-Jul-23,great film which has a good balance between politics feminism and film making it was funny sad and exciting with great acting to pull it off the set was incredible and the dances were amazing which really added to the story line the ending was perfect and showed how barbie has impacted audiences positively and negatively mattel really own the so called bad barbies that they discontinued and it is clear either why they were discontinued but also maybe why they werent necessary to be discontinued overall a great film and good to see with the family it would be really recommended if you have younger children they should love it,0.9853,positive,True
515,spelakokosinek,19-Jul-23,the movie starts with the presentation of iconic barbie world and hilarious childhood references but it gets progressively deeperit tackles sexism misogyny and existentialism while it left me crying laughing it appeared a bit all over the place i believe it would be a lot beter if it had only focused on one themeother than that it was an insanely selfaware bizarre iconic relatable and suprisingly deep movie greta knew what she was doing goslings line delivery was hilarious and robbie added range to an expectedly superficial characteri would also like to mention the heatbreaking yet beautiful billie eilish masterpiece of a song great job,0.9816,positive,True
525,gsvep,1-Aug-23,i went to see this knowing nothing and exspecting nothing i was confused with the reference to 1001 space odyssey at the beginning but was thrilled with our introduction to the barbie world it was a feast for the eyes and a blast from the past it brought back my childhood make believe adventures with the dolls margot robbie was perfect casting for barbie she believably naive without being stupid i was laughing out loud i was thrilled with the music and dance numbers ryan goslings ken was also adorable its when they enter the real world that things go terribly wrong every character outside barbieland is portrayed in a juvenile manner that made it hard to watch then the story just fell apart it reminded me of a bad snl sketch where the writers had a great idea but didnt know how to land the punch line or end the skit i really felt that having the barbies manipulate the men into going to war to regain control of barbieland reeked of misogyny if this had been a play i would have walked out at intermission im really shocked that mattel let their named be used if this movie had just stayed in barbieland and explored more of how the dolls live i would have given this a 10,0.8203,positive,True
529,jasminegmrk,22-Jul-23,come on barbie lets go smash the patriarchygreta gerwig is the freaking best looking at all the onetwo stars reviews written by obviously male audience or males who havent watched it just wanna express their fragile and insecure masculinity makes this film even more ironic and a mirror of our society brava gerwigmust take your boyfriends straight male friends brothers to watch this film a good way to educate them or you know get the hell out of the relationship while you still canits not just a simple film anymore its a sensational experience a work of new generation maybe its not perfect but we need this the society need this the straight white male dominated hollywood absolutely need this,0.1039,positive,True
530,marismini,16-Oct-23,it was just a mess this movie is not even a comedy it contains very weird humour i felt very disappointed when the movie ended it looks more like a video clip than a movie the only thing i liked was the effects and the direction however it s not enough to make a nice film the story was worse than a kids cartoon the writer wanted to make a movie about feminism but he did not make it in the end if he had written a more interesting story it would be different also if i had watched this movie at the cinema i am sure that i had left at the break anyway it is just a very bad movie with unfunny jokes it is so overrated an much discussed however i believe the opposite,0.4745,positive,True
531,ramiz_hasan,19-Jul-23,it was beautiful and brilliant didnt expect its gonna be too good greta tells the ve side of the real world beautifully wrapped in humor and childhood nostalgia for manymargot is the star shes unreal man whatever role she does it seems shes born for thatryan was brilliant and so was will ferrel both did an outstanding job the take on patriarchy is nicely done greta is a brilliant directorjust speechless to see how margot robbie every single time nail the character she plays shes just outstanding whether its harley or barbie shes born to play these rolesgo and experience the barbie world,0.9901,positive,True
534,asderei,24-Jul-23,barbie the new movie with a mission to encourage and empower women while challenging the notion of barbies objectification falls short of its ambitious goals due to its overwhelmingly negative portrayal of men and the perpetuation of harmful stereotypes while the films attempt to address social issues and promote selfconfidence among girls is commendable its approach feels onesided and counterproductiveon the positive side barbie does boast an impressive musical score that complements the storyline effectively the movies soundtrack adds a touch of vibrancy and energy helping to alleviate some of the weight of its problematic themes bilie eilishs song what was i made for sang by margot robbie and ryan gosling performance in im just ken are the standoutsunfortunately the film takes a heavyhanded approach in addressing gender issues instead of promoting a message of unity and understanding barbie seems to place the blame for all the problems in the world solely on men and the patriarchy such a narrative fosters a divisive atmosphere and fails to acknowledge the importance of cooperation between genders to achieve true progressthe portrayal of men in the movie is disappointing and paints them with an unfairly broad brush by portraying all male characters as either stupid childish immature or disrespectful towards women the film perpetuates harmful stereotypes alienating a significant portion of its potential audience including male viewers and responsible male role modelsadditionally the excessive focus on harassment groping and dirty looks that barbie experiences when she enters the real world feels gratuitous and does not contribute constructively to the movies message instead of presenting a nuanced and realistic exploration of gender dynamics it leans heavily on extreme examples potentially distancing audiences from the central themes the film is attempting to address,0.7506,positive,True
535,adamparrish118,21-Jul-23,there are a lot of mixed reviews about this film and i really do not understand the point the people that do not like it are making nowadays i feel like we are too insensitive to what actually is happening in the world around us ive read reviews stating that this movie is too heavyhanded and trying to be feminist and political and yet oppenheimer got more reviews and stars despite it being 100 political its like the world is doing exactly what the barbie movie tells is happening there is a serious divide in the way people approach feminism and it is honestly really sad that people think that this movie is pitting men against women and viceversa although i do not agree with the ending statement of the movie and the kens one day will achieve as much power in the barbie land as women hold in the real world but in the end barbie land is really just a reflection of the real world just opposite in order to open peoples eyes to the fact that yes women are discriminated against still and that they do not hold much power and autonomy in our world even today,0.4842,positive,True
536,rubyvenn-32764,16-Aug-23,i think the idea is great and all but honestly for a movie about feminism the most enjoyable parts were the ken parts and its nothing weve never seenheard before you know like the whole speech part ive heard all that a million trillion times i struggled so hard to get through the movie the plot was hard to follow and the barbieland doesnt really make sense i also thought some stuff was just ridiculous like how they travel to the real world and im saying this as a woman and all but i think they could of done such a better job with a feminst movie honestly idk how people were crying im sorry jshds,0.8943,positive,True
539,ztfbbsmrk,10-Aug-23,wish i could give barbie 11 stars i havent had this much fun at the movies in a very long time in fact ive already seen it four times and if i can find another friend who hasnt seen it yet ill go againthere is music and dancing and laughter and even a couple tears the dialogue is often surprising and yes it packs a beautiful message too this movie has it all margot robbie is the perfect stereotypical barbie and ryan gosling is absolutely hilarious as ken but really the entire cast is terrific i especially loved the inclusion of weird barbie and allensome seem to think its antimen no way it is antipatriarchy but thats not the same thing if you havent seen it go now if you have seen it go again,0.9592,positive,True
540,realrainbowcupcake,23-Jul-23,"i was excited to see what this movie would delve into and it being from a womans point of view sounded promising i was expecting a fun slightly superfluous film but safe to say it was so much more than thatthe first thing id like to point out is the meticulous outfit designing it perfectly encapsulates the energy of barbie but with a modern touchthe dreamhouse was designed with attention to even the tiniest detailsi loved how a lot of elements of the movie were portrayed from the viewpoint of a little girl  the lack of water in barbieland barbie flying to her car and the world mapthe movie just kept getting more and more enthralling the exploration of the patriarchy in the real world is eerily accurate the raw unadulterated expression of the dilemmas of womanhood is one which speaks for women and girls all around the worldi appreciate how the movie concluded with not the return of the matriarchal barbieland but an effort to strive for equilibrium which acknowledges the sentiments of both men and women which is a progressive message to carry outhandlers dissertation on the immortality of ideas and essence of humanity was quite profoundthe acting everyones was entertaining and impeccable without it  the movie could never be just as goodthe soundtrack while songoriented was still effective at projecting the vibe and aesthetic of the movie into ones earsoverall this movie is more than just glitter and sparkles it symbolically confronts the facets of our society it is truly a film anyone
barbie fan or not can appreciate and should watch",0.9922,positive,True
541,lmabrink-17463,19-Jul-23,barbie was the perfect combination of light weighted fun in barbieland with greatly timed oneliners other clever barbiethemed aspects of barbies reality vs the real world and a deep not so hidden meaning behind modern society the patriarchy and feminismthere could have been so many things done wrong in this movie that barbie did right the casting was incredible even ryan gosling who i beforehand thought was too old was great and obviously well chosen for this role margot robbie as the literal star of the show was of course explicitly well cast and played barbie like a second skinthere is diversity modern issues and a whole lot of fun the whole theater was constantly giggling and laughing i think barbie is a movie that really shows modern issues in a casual way and would be an eyeopener to many people admittedly mostly men on how society views women in daytoday life,0.9816,positive,True
544,escuderojoann,23-Jul-23,im a childfree woman that works in tech male dominated environments and i did not like this moviethe first third of the movie was awesome i loved seeing girls destroying their baby dolls and replacing with barbie as a childfree woman i was so excitedthe movie could have spent time exploring barbie dreamland or time showing barbie and ken reacting to stuff in the real world instead they1 delivered rants about the patriarchy the movie was preachy and for what anyone at the barbie movie is already open minded enough to go see this movie2 made it about men vs women rather than equality a lot of issues women face due to social expectations affect men too and feminism isnt about a matriarchy its about equality3 it wanted to deliver social commentary while being lazy even ken says i thought the patriarchy was about horses if a movie wants to address social issues using terms as buzz words isnt enough they could have explored how the patriarchy affects both genders but this movie imo just wanted to virtue signal4 they got a diverse cast yet only the white actors had depth5 at the end of the movie barbie has visions of moms and daughters as the reason its worth being human a complete opposite message to the girls destroying their baby dolls at the beginning of the moviei went into barbie hoping for a ridiculous movie not a movie about how tough it is to be a woman1010 to the marketing team though they made me think this movie would be fun,0.7503,positive,True
545,s-70262-08961,19-Jul-23,barbie should be the only movie i can give 1010 this year both the rhythm of the plot the tribute to the toy are perfect also from feminism and womens own awakening to the awakening of self is the perfect theme the plot in the middle of the movie is also very funny and the musical cooperation makes the whole comedy level of the movie to a higher level by the way the clothes buildings stage properties is a great tribute to toys in the video you can see the different barbies is or was sold in the market and each barbie is very distinctive and easy to identify lets hope mattel releases more and better barbie in the coming years i really hope you guys could come to cinema and see this movie,0.9828,positive,True
547,rss-71387,24-Jul-23,starting off exciting and upbeat the movie quickly spirals into endless monologues about the patriarchyoccassionally theres upbeat dance scenes with kenryan gosling spread throughout the moviewith a strong posse of neofeminist activists leading the war effort against the dumb kens  kate mckinnon leads wellmichael cera and will ferrell are in their least funny roles evermargot robbie plays well as well as i expected the movie to be but the movie is mostly negative i could deal with alot of it in good spirit but the flogging was extensive and im all beat up now will never watch this movie again  its terrible,-0.5794,negative,True
561,kerembaser-08974,23-Jul-23,if you want to educate yourself on patriarchy read virginia woolf the creation or viewing of this movie are horrible ways to raise your awareness about womens rights it feels like writers were out of ideas an hour into the movie the movie tries to have some sense of humor but hurts the main idea more than defending it while trying to make jokes about stereotypes of todaythe movie features musical type scenes but both the songs and dancing is horrible people discuss if barbie products inspire girls or force a certain body type to them so disappointing them but no worries this movie can inspire nor deceive no one even the director lost inspiration half way through,0.8832,positive,True
564,hoernkeem,5-Sep-23,"erics grade a
2023s barbie from writerdirector greta gerwig has blown expectations out of the water and not only become the highest grossing film of the year but has captured the zeitgeist to become a veritable cultural phenomenon the film is a fantasy comedy starring margot robbie and ryan gosling with significant supporting roles going to america ferrera issa rae kate mckinnon simu liu rhea perlman and will ferrell the movie is cowritten by gerwigs partner noah baumbach there have been more than a few animated barbie films but this is her first foray into live action as august 2023 comes to an end barbie has set box office records becoming the highest grossing film of the year the highest grossing film ever directed by a woman and is in the top twenty highest grossing films of all timerobbie stars as barbie technically stereotypical barbie and gosling is ken most commonly referenced as beach ken they reside in barbieland which is a matriarchal utopia where many variations of barbies and kens reside in perfect happiness along with a few odd discontinued barbie models these real life dolls are under the impression that life in the real world reflects their happy unencumbered existence in barbieland thanks not in small part to their very existence and the example they set out of the blue barbie begins having odd feelings of morbidity and her perfectness is deteriorating it is determined that her malaise is a reflection of the child playing with her in the real world and she must journey there and set things aright if she is to get her perfect barbie groove back ken joins her and together they venture to the real world which is not the carefree paradise they believed along with that barbie and ken discover the nature of the real world patriarchy which ken attempts to bring back to barbieland threatening its very existence it becomes barbies mission to not only save the girl who has her doll in the real world but also restore barbieland from the lunacy of the kens burgeoning patriarchywhen i first heard barbie was being adapted i was more than a bit skeptical i was intrigued after learning gerwig and baumbach were attached as they are at the forefront of some of the more intelligent film making coming out of hollywood these days still how exactly would barbie play this could be a silly film that turns into a financial disaster instead it walked a hyper intelligent line of silly comedy mixed with incisive social satire and feminist messaging it doesnt do it in a way that talks down to or belittles men though which is also key to an overall success it taps a similar vein that black panther tapped a few years ago for the black community here though it taps the often under served female portion of our population from the opening scene that is a pantomime of the famous 2001 a space odyssey opening it is clear that this is a film maker in control of her craft and the story she is about to embark on especially in this day and age a very blatant feminist core message might not sell but it does its task in such a fun and subversive way encased in a bright candy coated shell with catchy music that it is hard not to get on board if there is any misunderstanding though the message certainly becomes clear in the epic diatribe that is delivered by america ferrera as gloria on what it is like and the expectation placed upon being a woman in our modern society barbie does an excellent job of dissecting the seeming dichotomy of barbie itself that is on one hand the dolls are meant to be empowering for women as the myriad of different barbies come with different careers and different skin tones and are meant to show young girls that they can be anything on the other hand barbie has become a negative stereotype for a perfect unattainable idea of womanhood that contributes to many normal girls feeling inadequate in themselves for a myriad of reasons it has hilarious and pointed commentary on the nature of the patriarchy as goslings ken put the concept in place in barbieland to both hilarious and appalling effect about the only thing that didnt work for me in the story is the mattel board of directors they are yet another example of the real world patriarchy headed by ferrells character the problem is that the real world is set up as more or less a realistic depiction of life in direct counterpoint to the fantasy world that is barbieland the exception to that appears to be mattel and its board of directors which skew towards slapstick lunacy and seem out of place in the primarily real world setting that aside barbie is fun and insightful i think it is clearly targeted toward women and girls especially those with barbie experience but it clearly becomes about women as whole along with that it is accessible to men who go in with an open mind and realize that even as the struggle for equality and self fulfillment has come a long way since 1959 that road continues on and does not dead end in the present",0.9977,positive,True
566,zfrjdfd,21-Jul-23,i loved this movie more than i thought i would i laughed cried and honestly loved the message all the niche references made me smile toonormally i do not rewatch movies while they are in theaters but i am planning on taking my sibling this weekend so they can experience the same joyi dont understand the people who are upset over ken being an accessory to barbie it is literally pointed out in the movie how misogyny is a huge problem in the real world and they are upset over one validating movie unbelievable please ignore the antiman reviews this movie isnt antiman if anything its antipatriarchy and makes fun of it,0.836,positive,True
570,elijahfcludlam,23-Jul-23,greta gerwigs barbie is a very interesting watch for a person like me im the type of guy this movie makes fun of in its twohour runtime i enjoy zack snyders justice league and the godfather and it certainly was a weird experience so yes barbie obviously isnt for me but im going to do my best to give my actual complaints about the film without making it sound like im butthurt about its jokes about the patriarchyfirst of all it gets far too preachy gerwig couldve kept the message of feminism in barbie but she couldve made it so much subtler than it is there are constant speeches about feminism and patriarchy i mean it gets crammed down your throat about every fifteen minutes the worst one was when a tween yes a literal twelve year old started preaching to barbie about consumerism fascism and capitalism like she was jaden smith talking about the political and economic state of the world it was insane and laughablesecond of all the messaging was really messed up and concerning the end of the movie felt like it was setting up for an actually sweet and heartwarming ending about equality but it was ruined when the barbies refused to give the kens any equality what the heck was the movie even for then the barbies went through literally no character development while the kens were actually funny and had the only development in the film also the way the barbies regained power in barbie land was baffling no joke they ended up making it look like they were cheating on their ken boyfriends to make the kens jealous of each other so they would fight there were absolutely no reprocussions the barbies had to face for doing this it was insane the movie basically taught little girls they should manipulate guys and make them jealous of each other to get what they wantthird of all will ferrell is wasted he is a big part of the first half of the movie but just kinda disappears in the second half its almost like gerwig forgot about his character but then said oh yeah its will ferrell we should probably give him a quick scene at the endthe only part i really enjoyed in this film was ryan gosling and all the other kens he is an absolute scene stealer no one clapped when the movie ended but people including me clapped when gosling finished his just ken song it was hilarious you can tell he was really having fun with it but all the other actors are just meh margot robbie looks like barbie yes but she doesnt really do anything else to stand outoverall barbie is just wasted potential what a shame,-0.6318,negative,True
571,julieshotmail,19-Nov-23,on the surface barbie looks fun and light but nothing could be further from the truth as this movie delves into some dark stuff thats why it works it presents an optimistic world that is all facade and if you peel away the layers you are reminded of the reality that things are not so great you could say that there is some level of menbashing here but that is all in service to how mattel has chosen to portray the ken doll as mere accessory to barbie so the movie doubles down on that and with the comedic talent of ryan gosling the movie gets to up the ante on the patriarchy satire i especially like the part when ken learns and practices to wave his finger no at a female assistant as for the casting of barbie margot robbie does a great job and truly fits the barbie look however in my mind the celebrity actress most physically resembling barbie has always been 1970s priscilla barnes from threes company and kudos to america ferreras funny nuanced portrayal of a mom having an existential crisis how about that monologue i love the satire part of this movie including the musical numbers and i see where they are going with the philosophical musings at the end but the sappiness becomes too much,0.9825,positive,True
572,bonniepage-40421,25-Sep-23,was very much looking forward to this movie its unfortunately terribly written they needed to figure out how to get all the ladies who dont like barbie on board so they went way over the top on the patriarchy at the expense of a real plot and good writing so many cringe moments the dancing kens barbie turning into real person the weird montage at the end that just didnt make sense too bad a good writer could have made this movie poignant clever funny and fun to watch instead the script just ponderedother reviewers pointed out the ripped off plot lines wizard of oz pinocchio velveteen rabbitthe one funny moment was gosling serenading barbie on the beach,0.7499,positive,True
577,missmaddibishop,23-Jul-23,today i went to see this movie and i was so excited i loved barbie growing up and watched all the movies this week i played the dua lipa barbie song on repeat and showed up to watch it in my barbie jumperi loved the start of it it was fun and colourful ken was hilarious and i got the feeling the plot was going to be about barbie trying to find a purpose like all the other barbies and ken becoming his own person but i was really wrongit took a weird twist and turned into this femenist antimen preachy movie that really took all the fun out of it the movie said patriarchy more than it said barbie and completely dumbed men down just to make the women look better the movie constantly preached about equality but the film ended with the kens pleading for jobs but being refused complete waste of potential,0.8538,positive,True
580,beatlesfeelin,20-Jul-23,this movie was not what i expected at first but i loved it its been years since i watched a new big budget movie that was so bright and fun with its own sense of logic taika waititi said in an interview that hollywood particularly superhero movies have gotten so dark and when he was a kid he went to the cinema to escape the darkness of life i feel like barbie could be the start of the undarkening of hollywood moviesas a woman with some trauma i love a good gritty womanrun movie that talks about how life feels as a woman in a mans world sometimes though you just want some feelgood escapism that isnt forcing you to watch the female protagonist go through all sorts to get the message acrossive seen other reviews say that a lot of the movie didnt make sense i feel like the way they executed it made sense for a barbie movie ive also seen other reviews say that the feminist message of the movie missed the mark since kens arent equal in barbieland i loved that part especially in the same way that i dont like feminine trauma being graphically shoved in my face in a movie for the sake of a thinly veiled message i think it also sucks when a movie takes too light of an approach because its scared to actually say something of course the kens arent equal in barbieland 1 ken was literally invented as a boyfriend for barbie because parents thought a single lady with a job was loose and 2 they are toys made by people they are a product lol of their makers so yes barbies are in charge but barbieland is just another world created by men and the ideology of misogyny or any form of bigotry states that someone can only be dominant if someone else is subservientthe audience in the theatre i was in seemed to feel the same way because when the narrator said well the kens have to start somewhere eventually theyll have as much rights as women have in the real world i swear everyone was laughing it really connected with the audience from what i saw so many clever points were made in a nonsensical barbie pink package and it was just perfect if you made it this far on my review youre going to have the best day ever today and tomorrow and the day after that and every day from now until forever 3,0.9959,positive,True
584,elzarkazbek,11-Aug-23,film barbie was directed by greta gerwig it stars margot robbie as barbie and ryan gosling as ken the film is set in barbie land and real world it was filmed mostly in uk the story starts in our time in barbie land one day her feet are getting flat and she goes to weird barbie for adviceshe sends her to the real world ken hides in the car and goes with barbie there barbie founds out very upset thingsbut ken the exact opposite he brings his knowledge of patriarchy into barbie land and everything goes upside down in the end barbies and alan save barbie landi strongly recommend barbie it shows very important things has wonderful soundtracks i really loved this film,0.9099,positive,True
585,lunzie,22-Jul-23,im not sure what the writers and director are trying to say with this film but im certain that it is 100 a vehicle to sell all the iterations of the boys and girls dolls and all their accessoriesit doesnt paint the manufacturer in a good light making the ceo ferrell whom i heartily dislike anyway a buffoon along with all the men who occupy the boardroomit makes several wellplaced jabs at patriarchy and the real world but seems disjointed and searching for a meaningful plot i swear this is the last gerwig movie i will subject myself to because i find all of her films to date to be confusing and pointlessthe two leads robbie and gosling are perfect as is the rest of the cast especially kate mckinnon as the weird doll i refuse to write the names of the manufacturer or the dolls as my own little protest of blatant consumerism and marketing to children just once id like to watch a film directed toward children that doesnt include superheros blowing up things violence or product placement,-0.5092,negative,True
590,anyanimeotoho,26-Jul-23,i dont know if ive ever seen anything quite like barbie which is rewarding if you ask me especially since i havent been this excited for any other release this year so what did i think of itfor starters i really admire the production of this movie gorgeous does not begin to describe the sets and its commendable how well they highlight the surrealism of barbieland i had seen a youtube video exploring barbies dreamhouse and already concluded in my mind that it was pretty great but seeing it in the context of the movie just made it better the costumes are great toofurthermore the acting is alright huge props to margot robbie the movie blends humour and angst with some other tonal elements which means that it demands more from the actors than you would assume at first the ensemble cast was obviously up to the task but something in their performances caught my attention i vaguely remember gerwig mentioning in an interview the issue of considering the technicalities of a typical barbies movements you can notice several points in the movie where the actors embrace the stiff and wooden movements of a doll but at other less noticeable or relevant moments theyre as flexible as a living entity whilst in barbieland i dont know how one would navigate a perfectly adequate balance between the two but my brain couldnt ignore this mild inconsistency whether you consider it important or not and i do the film did utilize this for comedic effect though and i thought that was a nice touchwhile there are more things i like than dislike about this movie i feel like the execution leaves something to be desired the first act of the movie is everything id hoped it would be campy funny and exceedingly pink i love that even the subsequent scenes in barbieland embrace this quirkiness irrespective of the stakes however the transition from barbie and cos everyday shenanigans to her journey of awareness and selfdiscovery felt a bit sudden while it aptly gives focus to the main conflict of the movie i feel like the heavy marketing of the movie had already given away too many glimpses of barbieland before i saw the film it took away the element of wonder and left the superficial part of me a little disappointed also the final twothirds of the movie is just shy of overstimulating i hate to say it but the reinforcement of women empowerment ideals isnt done tastefully and comes off harsher than it should and the sharp tonal change preceding it doesnt help the exploration of switched gender roles from barbieland to the real world was another clever idea whose execution lacked finesse this made ryan goslings ken briefly unlikeable to me he saved the performance with his undeniable charisma and sense of humour and even though i thought the ending was a nice surprise that scene with the billie eilish number is one of the most beautiful things ever i was sadly distracted by the nonsubtlety of the preceding events however funny or thoughtful they were perhaps i would appreciate it better with a second watchso yeah barbie is an experience tune in for the colourful heaps of fun and stay for the emotional and humanistic themes but beware of the untidy edges,0.9985,positive,True
599,overconsumer450,20-Aug-23,i am shocked at how polarizing this movie has been in terms of feedback i say this as someone who was not anxiously anticipating its release nor as someone who was triggered by its growing popularity i went into this with neutrality i knew this would have more powerful messaging than it seemed as i am a fan of gerwigs previous works but i knew if it did not that the film probably would leave me unfulfilled for that reason i was most bored during the first section of the film that was too lighthearted childlike for my taste but i was excited to get into the deeper plot points this being said i recognize the film was marketed ingeniously to produce buzz however it was ineffective in describing what the movie was really about i can totally see why parents may have thought this was appropriate for children despite the pg13 rating but this absolutely was not made for kids this was a campy commentary on the patriarchy in america and the modern feminist movement these plot points were actually my biggest criticisms of it from my perspective this displayed an accurate depiction modern feminism which often neglects to acknowledge its roots grown by in black feminists and the patriarchies disproportionate effects on low income women especially those of color this movie promoted a feminist message that feels decades behind and in such an obvious way that i am shocked that this explored new ideas or dramatically moved anyone in the audience it was a blunt reminder of how behind we are but not even through the messaging in the film but rather how viewers are reacting the only feminist commentary beneath surface level that i wouldve been more excited to explore were made via side comments from various side characters like the socialistanarchist daughter who by the way i found upset to have seen painted as mean and then only kind after conforming to barbies ideas of feminism but i digress with all that being said it had a fantastic soundtrack made me laugh quite a few times and ryan goslings acting was superb ironically although the whole cast did well with the script they were given justice for michael ceras character i wouldve loved to see his cravings to break away from societal norms be further explored the movie was fun campy in a more obvious way than i usually like but thats the mainstream hollywood box office industry for you my overall take is this wasnt made for a person like me who craves exploring new ideas or highlighting important calls to action as they relate to feminism rather than this rehashing this surface level antipatriarchy message i am glad that this is making people converse in what im understanding are new ideas to many i am just shocked that they are in fact new,0.9937,positive,True
606,bberisha-23891,13-Aug-23,obviously everyone and their mom knew of the hype this movie has made and it was thats why i brought myself to see the movie in the cinema instead of waiting for its online releasethankfully so  the movie was an amazing journey and boy did i enjoy coming alongi really really enjoyed the movies dive into the more tricky aspects of our gendered world and the politics around itit made a good critcism of the shallow liberal understanding of feminism and its rightwing critics  it explores the ideas of a better egalitarian way without making it unfunny serious or dullamazing movie,0.9228,positive,True
607,cinemastastic,3-Sep-23,the movie that breaks all norms and once again proves that following the norm does not get you anywhere the emotional roller coaster with a colourful palette is an absolute masterpiece of story telling with strong social messaging the songs touch the right emotions and at times the audience were visibly tearful barbie represents every one of us  all the characters shine through and the actor and the story is bold mattel have proved to be visionary in being bold and addressing the shortcomings of their marketing  this takes a lot of guts the movie absolutely hammers home the point  representation matters and there is a barbie in each one of us,0.9493,positive,True
621,TheSurrealist,21-Jul-23,with movies like everything everywhere all at once and beau is afraid having come out recently barbie is the next in a line of a clearly developing trend of absurdism meta commentary and surrealism to create a wacky funny beautiful and touching film about some type of social commentary with barbie we get commentary on feminism consumerism and existentialism it leans perfectly into its brightly colored world and plasticky fakeness to help elevate its commentary and rich cast the costume makeup and set design are lavishly created and i wouldnt be surprised if it won oscars for all of these categories the cast does a fantastic job and i dont think there could have been a better ken or barbie greta gerwig was always going to make this more than just a family movie its a feminist masterpiece chock full of over the top pop culture nods perfectly timed comedic quips and genuine emotional moments that make you think,0.9939,positive,True
625,krispotsari,17-Aug-23,"actors 1010
production 1010
plot 210
this movie is like a firework starts bright and promising but ends up fading into the darknessso basically barbie selfishly sets out to help the girl who is playing her in order to restore her perfection  wich turns out to be an adult woman but in the end the girl ends up saving barbie and barbieland with little to no resolution to her own problems  but through all this barbie realises she doesn want to go back to being perfect for everyone to project their ideals on her but just live as a regular human cute right yeah they only problem is nothing was convincing the adventures of our characters were not enough to transform them yet they did change the only well developed character was ken not only his character arc was amazing compared to the others it also was a fine commentary of how patriarchy damages young men so of it was called ken then i would have rated it like 7 but its a barbie movie and unfortunately our female lead had the laziest character arc and the most deus ex machina development everironically she was through it all really sweet and likeable maybe a meta commentary of what women are appreciated for sweet and likeable is enough but anything more is too much and also she only wants to be seen as human if so i congratulate the movie but i dont think it was clear enough to give it credit formaybe thats what you get when you are sponsored by whom you are supposed to critique lol
ps i am a woman and a feminist and still hated it",0.9946,positive,True
635,jbermerubio,26-Jul-23,it is a film of absurd humour which is funny in many moments that criticises political models fragile masculinity and society both past and presentthe approach is to turn current society on its head and make barbieland a world dominated by women where they form the elite of society and the kens are simply their boyfriends irrelevant unemployed kept objects basically what women are in the macho societywhen barbie and ken arrive in the real world barbie realises that the world is upside down that they are the objects and that the world is dominated by men and ken discovers the patriarchy and wants to carry it out in barbieland so far the script and the critics are being perfectafter a lot of criticism of the heteromale behaviour of men when it comes to flirting and leaving them to their basic behaviour the critical moment arrives the message of the film the barbies fight against patriarchy and supposedly dont want to go back to the previous model where they ruled i say supposedly because they do go back to that model one ken asks the president of barbieland if they can be part of the courts and the presidents answer is yes but from below and little by littlein the end the barbies after discovering the reality of the real world adopt the same model they do not accept the kens as equals no let them gradually integrate just as it has happened with women who are gradually being removed from the wage and work discrimination against women it was the perfect time to talk about equality to think about a new model about evolution and there is no solution the barbies continue with the model of todays society so the film doesnt contribute anything what is the wonderful message they just show the path of women and turn it around so that in this case it is the man who is discriminated against if you make a social and political criticism you have to propose your own solution in barbie there is no solution the solution is the current systemtherefore it is overrated and on top of not showing the reality of the barbie world they show barbies of all races and sizes do they sell xxl barbies or barbies and ken of all races they show a diversity that the barbie universe has never had,0.7526,positive,True
639,benjhoy,7-Aug-23,i was really excited to see barbie but sadly the film came up short for meon the positive side of things the film has plenty of creativity and the idea of recreating the dolls actual world was a cool one no stairs no liquid in cups feet permanently on tip toes etc margot robbie was excellent as always cudos to mattel for their willingness to sign off on a film that depicts their company in such a negative light that isnt something you commonly seeon the negative side of things the plot felt a bit like a rehash of the dozen or so other films ive seen that feature a two worlds colliding theme a lot of the silly ideas i was expecting to find funny the beach off fell flat for me and seemed to rely more on just saying the same joke over and over rather than using it in a creative waythe films messages about the crushing weight of societys expectations on women and the uneven distribution of powerrespect felt hamstrung by the lack of depth in the characters ken gosling comes off as an idiot for the entire film and the ceo of mattel feels more like a cartoon villain than a real person in the end the barbies dont aim to create a more just society but are content instead to simply replicate problematic structures in the opposite direction the film ends with little to no character development no one seems to have learned anything by the end of the film the patriarchy which this film centers around is reduced in places to drinking brewskies horses and brainwashing those kind of reductions make it hard to appreciate the social message that the film portrays and sells the audiences intelligence shortpart of the problem for me i think is i am unsure of who the target audience for this film is meant to be if this is meant for children the simplistic characters and over the top messaging might make sense but the themes and jokes feel a bit dark and too adult for them if this is meant for adults the characters lack the nuance that gerwig was able to show in some of her other work ladybirdin the end there are a few fun moments in this film but the films heavy handed messaging mixed with the lack of depthnuance in characters means it doesnt hit nearly as hard as it probably should have,-0.6105,negative,True
641,vladamisa,26-Jul-23,this movie is not for kids despite the trailers i saw not showing it may not be for kids i only saw 1 or two trailers for this movie and it just looked like a fun movie about barbie in barbieland and she for some reason goes into the real world the sub plot of needing to help the girl that is playing with here is just that sub plot the main plot ends up being patriarchy and matriarchy the sub plot should have been the main plot the set design was great the world looked beautiful the story just sucked not all men are pigs or stupid in the real world and i thought they leaned way to hard into this if they were going to go with this main plot of who is the top dog it should have ended with mainly barbies and 1 ken on council at the very least i grew up playing with barbies and i am sorry but my barbies always loved their kens for barbie to basically hate her ken was just a slap in the face in my opinion there was not enough barbieland and too much stupidity,0.5789,positive,True
