Order,User Name,Date,Time,Like Count,Comment,User Link,Sentiment Score,Sentiment Category,Related_to_Feminism
6915,@thais2268,29/7/2022,23:26:54,0,so for resume we dont really know whats the message of barbie but if its at least for some movies gay its not feminism or revolutionary its more an individual liberal standard way,http://www.youtube.com/channel/UCEzywHxcqshYWT_1nU8Airw,0.0,neutral,True
7128,@soyjoyy,7/5/2022,8:39:40,0,i cant speak for everyone especially minority groups as a straight woman but why the fuck i as a 5 year old who has never been taught about the existence of homosexuality before saw a movie princess and the pauper and was shying away almost every time two female protagonists were on screen together similarly as to how i averted my eyes from romantic scenes in movies like i could feel the tension i just didnt know how to call it people seem to underestimate the ability of children to understand the world surrounding them and uncover hidden messagespatterns like thats what are kids designed to do they need to survive after all i would not be surprised if this movie or any other barbie flicks caused sexual awakenings in a bunch of people it sure made me wonder as a kindergartener mind you if people of the same gender can like each other romantically,http://www.youtube.com/channel/UCCfEEjP1xTbQM3a6agfx_Kg,0.8422,positive,True
7274,@xoxnikafox2669,8/4/2022,15:16:19,0,theres one point id really like yo contradict whilst you may take queer representation from 2 girls rejecting 2 guys it could just be that they just generally arent interested and its actually quite damaging to say that just because a girl isnt interested in someone that they must be gay,http://www.youtube.com/channel/UC1u8K05BGPh893o-7U7yjxQ,-0.8714,negative,True
7578,@katyhilderbrandt729,10/2/2022,1:09:38,0,more barbie movies pass the bechdel test than any other series lol,http://www.youtube.com/channel/UCx-vUImhhMlx6iDEROhLbaQ,0.4215,positive,True
7702,@gabrieleperine2124,3/2/2022,16:13:56,0,i think they do well with representation because while it doesnt do all that much to subvert the heterosexual cultural hegemony it also doesnt promise to they could have told a straight story or the same story without the rainbow bridge and that would have been acceptable in the society at the time and if would still be normal now but they didnt tell that story they told the  story and i think thats pretty cool,http://www.youtube.com/channel/UCv-bsGsRVPeQ_4lbrzNdklA,0.8562,positive,True
7703,@approachingetterath9959,3/2/2022,16:02:05,347," she doesnt have to justify her role as the protagonist by making her embody the traits that the patriarchy values in men
that really hit home i always felt there was something artificial about women in lead roles post 90s it felt forced like holding up a sign of look how progressive we are rather than just making the protagonist a genuine character regardless of gender
i also think that media is grossly oversaturated with romantic love as a whole where is that promotion of healthy loving friendships same sex and hetero love between siblings between children and their parents whenever two characters are remotely attached and friendly to each other everyones always going crazy about shipping and i think thats really sad romance is not the peak of a relationship friendships are just as valuable and can give just as much and i feel like thats often neglected in favor of making things romanticsexual i dont know why everyone seems so obsessed with this",http://www.youtube.com/channel/UCzOp681QbRp3XZTpwjPfihw,0.9801,positive,True
7758,@saracrispino4035,2/2/2022,10:52:18,0,how depressing is it that barbie movies are the closest we come to good lesbian representation,http://www.youtube.com/channel/UCw-Z_fTPazBKXYOmuBimWZA,0.0772,positive,True
7892,@wrightsright,31/1/2022,2:57:32,0,i am actively begging you to make a video like this about the lgbtqia representation in monster high,http://www.youtube.com/channel/UCSkyQ6EDtn1PX1ReLwAJ6LQ,0.5859,positive,True
7966,@graceblakemore177,30/1/2022,4:56:35,2,many of the barbie films can have a homosexual reading however i do think the films you chose to analyse except dimond castle speak more towards breaking down the male gaze and criticising the patriarchy which women have to live under in the current economic climate again except diamond castle  tis very gay,http://www.youtube.com/channel/UCt3kJRFxigpVs3TLZWY6_Rw,-0.0772,negative,True
8187,@jjjjjjuno,27/1/2022,2:35:33,0,"as a former kid who never had much interest to play with barbie dolls although i had some but would watch barbie the princess and the pauper over and over again and cry everytime i turned out to be a nonbinary lesbian and a marxistleninist barbie is not queercoded as the concept we have for a queercoded character relies on social expectations of a queer look rebellious out of the expected look expected for your gender and barbie doesnt apply on that she is a model for all of the social expectations pushed towards females but theres definitely a lot to unpack about her relationships with women in movies about the lack of socioeconomic critiques and different bodies representations on barbie movies its unthinkable for a billionaire company with the legacy of barbie on a barbie movie to criticize the social and economic systems througout history all of them led to capitalist domination and its important for them that you dont think about that because you need to consume their products also the beauty industry and institutional racism are right arms of the capitalist system even now with barbie dolls including different skin colors disabled bodies etc we cant say thats a representation for concern of the company they started doing it because luckily the debate started to get more attention and they wouldnt risk losing customers for being racist fatphobic ableist etc right although they are in the end barbie being an important model for queer people is an extremely personal and exclusive experience i believe as a character she has her importance as a product she is another cog in the murder machine as my chemical romance would wisely say
i write too much but barbies movies and dolls are an odd yet exciting theme to talk about ",http://www.youtube.com/channel/UC70ti1QYJHcd8jwMOB8NudA,0.5577,positive,True
8266,@fijit4,26/1/2022,0:05:45,0,"something that i feel isnt brought up enough as a positive in these conversations is the fact that barbie is hyperfeminine most of the strong female characters that i grew up watching were strong in the way of being masculine they threw away everything girly to appear stronger there isnt anything wrong with identifying with that character and im sure there are lots of young girls who needed those images in their lives but there is something powerful about women who are strong because they are women barbie movies show  women who dont need to be masculine to be strong as a very feminine person movies like barbie in the three musketeers showed me that i could be strong without giving up that my favorite color is pink or that i like to wear dresses and put ribbons in my hair i didnt have to wear black cargo pants and have a pixie cut and ripped shoulders in order to be strong and have my voice heard 

all people deserve to see representations of themselves on screen and i admit that i am a white woman so i had an easier time connecting with barbie than people from other races and cultures but i still think there is something beautiful about embracing femininity as a strength rather than having to be in a more male role",http://www.youtube.com/channel/UCiv4b7hmzTQckDv0qZTK1og,0.9947,positive,True
8335,@simpleton3781,25/1/2022,7:07:19,0,barbie ans the three musketeers is literally barbie and her girl gang literally said yeah f the patriarchy and its rules imma go do what i want nowand then barbie and her girl gang save the prince ans stop a treason plot barbie isnt a princess she is the hero this movie for me is just as iconic as the princess and the pauper film and more people need to give it its flowers,http://www.youtube.com/channel/UCmxIGET3dTIpSXb3_O-PPvw,0.6369,positive,True
8486,@bestwitch2931,24/1/2022,0:36:50,1,wait this whole video basically proves queerness increases gender equality for men and women,http://www.youtube.com/channel/UCHt0YVo2_BwMfRGWFl4HlOQ,0.0,neutral,True
8670,@Red_Devil_Stew,22/1/2022,4:42:12,82,i wish i was never an im not like other girls kid this was the representation young me would have died for and yes while there are flaws i wish i could have seen these instead of being so critical of what girlry things are,http://www.youtube.com/channel/UCbydZyz0C-VPNmZGgGX7ALg,-0.1534,negative,True
8671,@Anna-xh6fk,22/1/2022,4:41:20,114,as much as i love the nuance i wish this one was allowed to be more fun merthur didnt have its queerness put into question because it explicitly backed patriarchal monarchy idk i think we can acknowledge the class implications while also knowing that this is much more of a precious rarity especially in kids media for girls to share intimacy let alone speak to each other im surprised you leaned so hard into a malefemale gaze dichotomy instead of maybe talking about the bechtel test in relation to the deep lonely yearning for girls to simply interact with each other and the effects of the lack of that representation has on queer folks specifically idk feels like it would be of greater thematic importance but i hope this isnt the last time you visit the barbie franchise ,http://www.youtube.com/channel/UCJUdA0Xa7uZA27XgwsFhdBg,0.9177,positive,True
8694,@violetthunter,22/1/2022,0:56:20,4,"ive been really looking forward to this video and i havent been disappointed barbie was such a huge part of my childhood and teenage years especially the barbie movies me and my best friend discovered one day that we both loved these movies that were for children so we decided to watch them together on a regular basis we watched them so much we quoted them daily xd i especially loved the musical movies princess and the pauper and diamond castle especially im a musical theater kid d
when i got my first barbie dvd it was for christmas and right now i cant remember the age i was but i was still in primary school i actually hated it and the fact that it was so girly xd and then i watched it and noticed that yeah its girly but its still a story about overcoming yourself and being supported by friends thats what all barbie movies are about the power of friendship but yeah theyre pretty gay too d
im very happy with the things you said the barbie movies keep discorses of gender and sexuality open for the gays but at the same time naturalizing heterosexuality and feminine gender roles for the straights i always used to ship barbie with ken or the male love interest of the movie but there were exceptions its funny because in diamond castle i liked the twin wearing white but i disliked the twin wearing orange  sometimes some male love interests just werent worthy of barbies love
even though i didnt see the gay when i was a child or a teenager as an adult i see it 100 what i see more though is the friendship that is in all of these movies we all know that homosexuality and friendship doesnt rule each other out but since the movies connect me to my best friend its just what i focus on 
if anyone is still here reading this i want to point out something in germany we get everything dubbed so i know these movies by heart in german listening to 2742 was really funny because the german dub here says such mir meinen mann selbst aus which translates to choose my husband myself  one way to make it straight mattel deutschland
thank you for this video i love the passion and effort that go into your videos and to have a video essay from you on a franchise that means so much to me makes me very happy ",http://www.youtube.com/channel/UC9g68P2cyR2co3lkRjj55-Q,0.999,positive,True
8739,@yulia_plat,21/1/2022,19:55:16,1066,"i only recently realized that as a child many of my barbies were in lesbian relationships because i had many women and only two kens it was completely logical and natural for me to create pairs of women although only a few months ago i thought about the fact that not every girl did that i have good parents who gave me a sex education very early so all my life i wondered how my classmates could be ashamed to see kisses in the movies when i spend a lot of time arranging hot nights for barbie and ken
i always joked about being bisexual but after breaking away from a longterm abusive relationship when it was time to move on i tried to imagine the person i wanted to have around me and finally took it seriously that this person could be a woman i am very glad that i stopped joking although my parents never embarrassed me for such jokes i still felt some pressure from the world that i should not be like that as soon as i told my parents that i was bisexual seriously i was supported and my mother only advised me to change the tinder settings so as not to miss my chance among women
as for barbie movies  i thought that when i grow up i realize that they are stupid and for children but it turned out the opposite each review gives me something new and i want to show these movies to my children if i have them unlike disney cartoons which were boxed stories stories about a princess who wants more and a prince whose names are not even mentioned in half of the movies barbie cartoons did not fit in the box through them i fell in love with ballet got visual orgasms from brilliant transformations and learned wonderful songs but i also got a bunch of protagonists who save themselves and the world stories in which love is not at the center of the plot evidence that being a woman is difficult but we should fight for justice and the representation of many kinds of relationships from love and friendship to relationships between brothers sisters parents and children and more its more than disney with a standard love a standard antagonist who interferes with love and a standard kiss that can fix everything
sorry for rambling so long it was just a very emotional video for me",http://www.youtube.com/channel/UCvr00NkNaNui7tmvAGrdT1w,0.9945,positive,True
8884,@WiseAilbhean,12/9/2023,16:46:31,0,anyone played with barbie with female empowerment in mind not me anyone else,http://www.youtube.com/channel/UC6iLAWyGXkTCk6jikuJzSXA,0.34,positive,True
8890,@AryanKumar-cl7gn,9/9/2023,14:48:43,0,i am from india   he was absolutely right thus i can say divided by border united by misogyny,http://www.youtube.com/channel/UCCq7eTyNiE37tqVzdt8GCLw,0.4215,positive,True
8912,@CATin77,1/9/2023,9:33:27,0,"main point of the film is to introduce the word patriarchy to main stream woman thats amazing woman can now start to unravel their horrific history at the hands of patriarchy woman can heal on a deeper level and guess what men who have been the force in action in patriarchy are now discovering that patriarchy is not good for them either
patriarchy is a paradigm where the male force dominates the feminine force
this paradigm is toxic a move away from seeing  emotions and the bodys and earth as sacred
we need to return to a paradigm where the feminine force governs the masculine force therefore the male force is not dominating but respecting the feminine the feminine guides the masculine with her wisdom which has greater moral compass the whole of our world is in a toxic paradigm this is now dying

for those who have eyes to see",http://www.youtube.com/channel/UCeekd4Ljiw4Dapytb9osFtQ,0.6058,positive,True
8961,@MrChristyCree,18/8/2023,23:12:13,0,"i dont get the hate for this film at all

it criticises toxic feminism it says if men are neglected by women and treated badly its likely to lead to toxic masculinity it then says its better for society if equality is on the cards

and it finishes up with the old woman saying the patriarchy as a concept is an invention to explain what has naturally occurred

this was a really positive film for men as well as women

with barbie being told that life is full of joy as well as hardship but the beautiful parts make it worth it",http://www.youtube.com/channel/UCDVVElfBv2iHbM1NeNhXRTg,0.901,positive,True
8972,@Dave-cj6km,17/8/2023,10:04:56,0,feminism being a critique on capitalism is such a worrying statement,http://www.youtube.com/channel/UC0ckIGh243KZL-lIXSupJlg,-0.34,negative,True
8978,@user-bm6cp4ce1p,16/8/2023,8:23:35,0,feminism has gone too far peoples opinions are way too over the top its a movie its entertainment if you dont like it dont watch it if it offends you  dont watch it  and i think its a great insight to how ken is objectified and considering these are all toys at the end of the day they are not real and dont have feelings but they highlighted the mans issues from barbie being a bitch to him and thats a good highlight ,http://www.youtube.com/channel/UCjIbmwA5kU5H7FuaPkHfVOg,0.4669,positive,True
8986,@GamingTrivia379,15/8/2023,15:04:38,1,find piers morgan really snow flakey these days the barbie movie is a film for everyone to enjoy for all genders is barbie a feminist icon yes she is and so rightly so as a gay man who is also a huge supporter of feminism and womens right i personally think this movie draws the perfect conclusion of what feminism is and doesnt undermine the character ken at all also its great to see a straight man wearing pink which shouldnt only be define as a female colour but as a gender neutral colour think these celebrities like pier morgan with their oldfashioned right wing opinions need to be taken off our screens,http://www.youtube.com/channel/UCZKfVMTj-KANSUOqZ59WfBQ,0.9216,positive,True
9001,@omegawolvefitness,13/8/2023,22:37:42,0,keep  feminism out of  movies because  barbie was screaming it,http://www.youtube.com/channel/UCZUQecW-W3wFWatpfrG0o5Q,-0.3818,negative,True
9005,@vainland,13/8/2023,10:57:29,0,having just seen the movie i thought it was a jab at neo feminism females  males where in a reversed world you empathize with the oppressed kens in an unserious way the movie shows that having an extreme patriarchy and matriarchy is unjust it is fair to strive for a world with mutual respect and equal rights,http://www.youtube.com/channel/UCqnXiJ5L-m0ZFH34CdMoQmA,-0.25,negative,True
9021,@steve8234,11/8/2023,19:01:21,0,"feminist have a tendency to blame the patriarchy for everything heres some facts for you a woman named ruth handler was the creator of barbie in 1959 it wasnt some middle aged male ceo of mattel pushing an agenda

women are also overrepresented in marketing pr and the fashion industry so when an unattainable female figure is plastered all over magazines and the internet wearing underwear bathing suits etc etc a woman was most likely behind it men are not solely responsible for every female stereotype women had a hand in all of it

there cant be toxic masculinity without femininity it was other women that decided that traditional female roles were unacceptable feminist women were the ones that held men in higher regards what they dont understand is by doing that they discredit all the great things that women do while elevating historically male roles in the past men typically worked and women raised the family i dont understand why feminists think that being the bread winner was more important 

i think its great when a woman wants to join the workforce good for her that being said if a woman decides shed prefer to be a stay at home mother she shouldnt be pressures by society to get a job",http://www.youtube.com/channel/UC7IoLdrXLFOwRlw1yN9QtPw,0.9402,positive,True
9025,@tumbleweed4315,11/8/2023,15:00:51,0,so barbie doesnt want love or companionship she wants a career because thats most important lets be honest after a year barbie would get bored and want to find a man but feminism doesnt like that you do know you need a man in order to become a motherright,http://www.youtube.com/channel/UCmwbEgZaavuBKrD0EBhlW5A,-0.4206,negative,True
9029,@philipryan25,11/8/2023,8:17:39,0,feminism is a hate moment who knew ,http://www.youtube.com/channel/UCLuhEccBbtM-MMSVLkpnQHA,-0.5719,negative,True
9032,@AmeenaF19,10/8/2023,23:00:15,1,i do not understand how some man can think the whole movie is about feminism propaganda i genuinely do not see where,http://www.youtube.com/channel/UCryqwiHkJQl2UMJIgfyD_nQ,-0.25,negative,True
9046,@nicoledill5295,10/8/2023,4:32:59,0,"shes correct in her assessment that feminism is a critique of capitalism as it is rooted in the much of the same premises of marxism class struggle and victimization carrie gress presents an excellent critique of feminism in her new book the end of woman how smashing the patriarchy has destroyed ushttpwwwyoutubecomchannelucojklhoctoj4eopxahb7na
208benkaa491520230810t020357z0barbie has given me something i didnt expectbright and sparkle ",,-0.753,negative,True
9093,@kingkongchief1177,7/8/2023,5:22:35,0,the lesson of the movie is about equality lmao its not about hating men its about how patriarchy and expectations for a woman is fucking stupid and that its holding us back from our true potential as an intelligent species,http://www.youtube.com/channel/UC5WLy1_evWO_gFxBJdiAN9A,0.8275,positive,True
9094,@illustratyr3620,7/8/2023,4:48:32,0,the film seemed like it actually is unintentionally making fun of feminism the matriarchy seemed more like hell instead of the perfect alternate reality the creators wanted it come off as the barbie world patriarchy takeover was supposed to be a bad thing yet everyone kens and barbies alike were enjoying it,http://www.youtube.com/channel/UCNyOpjrjD6N_QNLbkfgyXUA,0.7442,positive,True
9127,@TheZarahLee,5/8/2023,10:11:43,0,the brilliant woman in pink wrestling with the nasty dregs of the patriarchy and having to smile and say oh yes i totally missed you only as shes on tv,http://www.youtube.com/channel/UCxgs9td_BXor3-HwUlQlBwQ,0.4417,positive,True
9141,@daanbos5918,4/8/2023,19:26:40,1,"tbf the movie does give an accurate representation of what men do to woman
im a man btw",http://www.youtube.com/channel/UCuqb-LYqTG8vqz4Aix0dF4g,0.0,neutral,True
9158,@ranpatan102,3/8/2023,16:42:08,1,feminism actually means  equal rights for all i dare you to look up on google whats the real definition of feminismhttpwwwyoutubecomchannelucmmczknffcza32dhid69baw,,0.0,neutral,True
9172,@ranpatan102,3/8/2023,2:32:57,1,feminism actually means  all genders have equal opportunities i will bet u 500 that thats the real definition look up whats the real definition of feminismhttpwwwyoutubecomchannelucmmczknffcza32dhid69baw,,0.3818,positive,True
9173,@ranpatan102,3/8/2023,2:06:05,2,people are such idiots this movie was not intended to hurt men and kens this is a heartfelt movie that discusses the mistreatment and unfairness to women and barbie men have always been socalled superiorwomen in society and always had more rights but now that women have more roles in society and are being treated more fairly we cant have a barbie movie barbie is supposed to teach people especially the young generation what happens when 1 gender takes power and ignores the other gender barbie swapped society and made barbie women superiors to men so barbie women had all the roles and all the jobs and the kens men did nothing and lived nowhere if this guy in this video actually watched the movie barbie he would realize that at the end barbie worldturned into ken worldand then finally barbie  ken this marked the day that both genders would share a world together with equal rights feminism which means equality to both genders and more the barbie movie was supposed to teach people why our society needs to improve and get better so we can become barbie  ken world im mad that vietnam and pakistan banned the movie i wish more people could realize the importance of the barbie movie to the world it helps show and make meaning to fairness and equality for all races genders lgbtqia people interests identify and what your passion is and it promotes happiness  positivity  hopefulness ,http://www.youtube.com/channel/UCMMCzKnFfcZa32DHId69Baw,0.9897,positive,True
9186,@JASNSOUNDS,2/8/2023,7:18:32,0,feminism definition is equality but only for women men build society women complain they dont solely benefit go work on oil rigs steel mills power plants construction sites lumber mills if you want equalitybut they dont they only want glamorous jobs and benefits men are completely disposable and women never have been,http://www.youtube.com/channel/UC_wRn8L4zsxLlt1D7bJ6Ouw,0.3605,positive,True
9199,@bilsbobaggins1,1/8/2023,18:03:37,1,when women are represented as they are its demeaning and the patriarchy when they imagine it for men and men call them out theyre snowflakes,http://www.youtube.com/channel/UC4s8se1i74_AqDkh9XKHsWA,0.0,neutral,True
9200,@seosamhdude,1/8/2023,17:11:56,0,climate change war famine inequity and piers morgan wants to whinge about gender identity and bitch about a movie as if thats a societal problem that actually exists ,http://www.youtube.com/channel/UChHevRu0PYtaFCsWdn_jQQQ,-0.886,negative,True
9232,@vertigo0105,31/7/2023,15:29:48,0,lmao you show is an antiwoke joke  so funny seeing republican conservative rite wing hate mongers being so triggered by a movie about improving humanity  the imbalances in society when you so desperately want to continue everything as is and conserve a straight white male dominated cookie cutter society of black and white man and woman male and female with your hilarious antifeminism  antiany rebellious thinking  you are all quite pathetic and thanks for the laughs as you openly profess how you are triggered and display your idiocy  can you say brain washed cult indoctrinated groomed fascist anti antifa triggered conservatives,http://www.youtube.com/channel/UCNE-ty1svXj3R8T21a0N9qw,0.5609,positive,True
9244,@jbtv000,31/7/2023,10:32:55,0,i dont think this is a provoking production it is old style good feminism at bestnothing really wrong with that,http://www.youtube.com/channel/UCKkjVWlaCzODXZlBaA_OdCg,-0.3167,negative,True
9296,@HondaSushi,30/7/2023,3:00:42,1,i dont get why it couldnt just be barbie going on an adventure without 80 of the movie being propaganda for feminism i would be so disappointed if i went and saw batman or ironman and it was all about mens problems and obstacles,http://www.youtube.com/channel/UCFzeLJGy7K8a7bh9_s914jQ,-0.8398,negative,True
9317,@May-ii7sl,29/7/2023,15:15:12,1,"barbie talks about extreme sexism not only talking shit about man
the movie starts with the kens being basically just a distraction while barbie is the center of it all ken is depicted as childish simpleminded and stupid

due to the extreme feminism ken feels excluded from barbieland and so discovered the masculinity in the real world

once he goes back into barbieland he usurps the position of the higher ups together with an army of ken and ends up forming a government of only men oppressing the barbies as a consequence

once the barbies get their positions in society back they realize the kens were also hurt with their extreme feminism so the movie ends with both sides of the coin being acknowledged as bad and so barbie tries to form a society in which the barbies and kens should have the same influence its said in the end of the movie that with the changes the government made ken would eventually be as important as barbie

how can you think this is talking shit about all men one of the themes is that feminism is bad too i guess morgan got his masculine feelings hurt on this one",http://www.youtube.com/channel/UCLLh6eS21Dck26-r6ZhPLRg,-0.9728,negative,True
9323,@JohnSmith-pn4it,29/7/2023,12:17:58,0,this is the latest social engineering vehicle thanks again to hollywood for once again doing the bidding of the tavistock institute that will tell women that they dont need men just their 33 cats when they hit middle ageand maybe possibly a bratty gender dysphoric social justice warrior teen daughter to help maintain a healthy level of idiocracy,http://www.youtube.com/channel/UCZAH9ndmLo6KuXkzrOXEBDw,0.8934,positive,True
9346,@jordonlongley6576,29/7/2023,3:05:33,0,feminism as a critique of capitalism feminism is the logical conclusion to capitalism,http://www.youtube.com/channel/UCbMgMmOLokyY8UfN1U1lITQ,0.0,neutral,True
9436,@NouraZahle,27/7/2023,22:56:25,0,maybe im reading too far into it but i thought it was a goofy simplistic portrayal of how little kids view their toys girls boys are boringboys girls are gross where are the horses and sportswe grow up later to treat each other as individuals with unique combinations of traits and judge based on the content of character i wish they had a more nuanced take at the end to reflect growing up but it ended on the start of their arc where they explore growing up and become more mature in the world around them making this movie closer to okayish good instead of great the director made it boring with how many times they said patriarchy could have salvaged it into a better movie with minor adjustments,http://www.youtube.com/channel/UC6AL3v5v6vK4hhDPxfh9v7Q,0.9705,positive,True
9466,@arkboi2145,27/7/2023,16:16:59,0,"hey thank you for the video heres my thoughts on it after watching

abstract i give 2023s barbie a 4510 its honestly lazy storytelling incredibly divisive and completely unnecessary disneys 2000 lifesizedirected by mark rosman and featuring tyra banks and lindsey lohan does a significantly better job at being a barbie movie and portraying the dei and the positively empowering elements of the official barbie brand however given the movies apparent tones of misandry it was specifically made for neofeministic modern adult women who hate men and the patriarchy which was mentioned 10x in the film while there are actually some genuinely amusing and funny elements in the 114minute film that would appease adhd individuals stoners and people who simply enjoy corny or bad content the simple objective truth is that its just not a good movie

the full version apparently people often forgot this as theyre difficult concepts to grasp and remember

1 so bad its good so bad its goodis a real and true adjective it means that something can be so god awful and dire that it actually becomes amusing and entertaining to seehear about dont get it wrong its still objectively bad but there are a large group of people who enjoy objectively bad things and get a kick out of it and thats okay however that doesnt make it good or successful 

2 advertising plugs and political messages if you didnt know companies andor politicians place advertising plugs and political messages into entertainment as a way for those companies andor politicians to curry favor with their customersconstituents and to entice those customersconstituents to buy their productsthink like they do sometimes these advertisementsmessages are covert or subliminal that often go unnoticed however nowadays theyre often completely overt advertisingmessaging that are crass and inyourface all in all its a highly profitable business one that has existed and been inplace in the usa for at least the last 100 years the best ones are the ones that influence and manipulate you without you being aware of it

3 rated e  for everyone author note oh man i can already hear the feint sounds of hordes of women screaming out it wasnt made for youwith salty tears running down their faces regardless of whom a companies content was originally intended for and aimed at anyone and everyone can watchbuypartake in that content if theres one thing businesses know its that to make money and rake in the largest profits they can from a particular project it needs to be as open accessible and available to as large a group as possible why because you simply dont make enough money pandering to a small specific group of people not nearly enough and in regarding to any movies marketed primarily towards children companies already know that its the childrens parents adults who will be the ones paying for and taking their children to see that content and buying all the merch for them well guess who also expect to be entertained thats right the parents who are adults thats precisely why childrens movies have subtle adult oneliners gags and notsosubtle imagery thrown in that only an adult would be able to comprehend and understand

4 opinions and viewpoints you are absolutely allowed to have an opinion and to state your viewpoint people here will fight for your right to have that opinion and to share your thoughts openly and uncensored even if that opinion is trash and youre completely incorrect and afterward those same people will exercise their right to share their thoughts and opinions by telling you that youre an idiot lol welcome to america 

2023s barbie movie directed by greta gerwig and starring margot robbie and ryan gosling relates to all of the points above mattels barbiefashion doll brand is a massive generational ip intellectual property everyone in the world has heard of barbie and probably at one point or another has owned a barbie or ken doll like the walt disney company nintendo company etc anything these companies produce or come out with will be considered an automatic guaranteed success even if it is an objectively and genuinely flawedbad product that doesnt sell and ends up loosing the company money thats simply one of the many benefits of being such a large and wellknown company now regarding the 2023 barbie movie sure its an amusing movie with lost of scenes and musical numbers that would make any adhd person or stoned individual happy and margot robbie does an amazing job portraying a barbielikecharacter however the movie forcefully creates drama and conflict when there wasnt a need in the first place ergo the matriarchalpatriarchal divide of the barbies and the kens that while one group is in the lightand gets to enjoy life the other group must be in the darkand must suffer culminating in an allout female vs male war for dominancy speaking of suffering this movie suffers greatly from being rife with blatant modern neofeministic political messaging dont believe me the word patriarchywas actually used a total of ten 10 separate times throughout the movies 114minute runtime all the barbiesin the movie are propped up coddled empowered strong intelligent capable kind and any other positive attribute you can think of women while all the kensare knocked down weak dumb incapable rude and any other negative attribute you can think of men in fact all of barbies woes in this movie stem from both 1 gloria america ferrera and 2 ken ryan gosling the movie portrays that barbie is not only being twisted by the dark thoughts of gloria in trying to and failing to connect with her daughter so she revisits her comfort toy barbie but it also portrays that barbie is being held back and sabotaged by ken who is just looking to fit in and feel valued appreciated and loved like barbie is otherwise barbie would be perfectly flawless in every single way and could ascend to goddesshood so in this way 2023s barbie attempts to portray ken and the kensas the villains when in reality theyre just average men 2023s barbie also doesnt stick to the original barbie formula barbie being the ideal perfect woman and ken being the ideal perfect man who are the ideal perfect match for each other and who are equals partners 2023s barbie also gets barbies generational personality characteristics and beliefs wrong that she was well known for in this way disneys 2000 lifesizedirected by mark rosman and starring lindsay lohan and tyra banks was a far superior and more accurate portrayal of the barbie brand barbies personality and beliefs and barbies life its actually such a difference that people are now beginning to question if greta gerwig intentionally directed 2023s barbie movie to be a satirical take at barbie and specifically poke fun at todays modern women",http://www.youtube.com/channel/UCat8P0KRKg2vgmqz0Td97Bg,0.9988,positive,True
9476,@babablacksheep8019,27/7/2023,13:37:20,0,snowflakey men further reinforcement that men should have no feelings and thus the patriarchy continues,http://www.youtube.com/channel/UCaQ-EsdpnpTf_KMoknRMQEA,-0.296,negative,True
9481,@khaleesi7139,27/7/2023,12:36:37,13,"i felt like the movie showed a clear effort to distinguish between the male and patriarchy 
it isnt critical of all males because the movie presents alan as a male who actively rejects patriarchy if anything if you were offended at how men were represented than you didnt get it alans little hero scene non alpha alan gets an alpha male archetype fight scene was the only time any man on the movie showed any kind of quote unquote masculinity and it was great we kind of get a moment for the often overlooked nonalpha males that step up to the plate when necessary

if thats an issue for people maybe realise this is a barbie movie there are plenty movies that have male representation like idk maybe pick any between the beginning of film till now  grown ass men please cry about grown ass things  not barbie movies",http://www.youtube.com/channel/UCX2KP1kzNuBgEVy-wxDefIQ,0.289,positive,True
9495,@C2DMNFNP,27/7/2023,5:28:02,0,feminism is a critique of capitalism   lol this girl is clueless capitalist elites are driving feminism hence the fking barbie movie to drive women into the workforce reaping production and sales   nevermind the outcome that creates on a womans attitude towards men relationships  ultimately families geezuz its so sad,http://www.youtube.com/channel/UCHN2bOKBlym2US-jeSCVO7Q,-0.38,negative,True
9497,@Trumpetjoe40,27/7/2023,4:58:42,0,do people really think this movie was simply about a doll  it really made men out to be tyrants in the real world that a patriarchy is awful but a matriarchy is perfection  the disdain for me n was really apparent in this movie,http://www.youtube.com/channel/UCd-GrQt1hAzhWKC61i5hDbg,-0.0258,neutral,True
9532,@boblangford81,26/7/2023,19:26:26,0,barbie is doing what the male patriarchy has done for years i figured barbie would move past that circle of bs yet the bought fully into and have reversed it women have only proved they are the same as men when given a chance to take the lead feminist and male supremacists are all full of bs move past all the bs,http://www.youtube.com/channel/UC6JwBeZrazlvanE-cEEt35A,0.0,neutral,True
9552,@tamimhasan3084,26/7/2023,13:30:12,2,"after watching this we should all agree that usa needs its first female president in this current patriarchy usa

all who support this give a like",http://www.youtube.com/channel/UCsb1uZ8u0YK2CJlixSnuZfg,0.7717,positive,True
9558,@scranton123,26/7/2023,11:23:57,0,im with ester cant little girls just play with barbie dolls without reference to feminism,http://www.youtube.com/channel/UCB30BJ66PiTh2tiUC6aA_uw,0.2815,positive,True
9593,@nathaniel_pardue,26/7/2023,0:37:18,0,i heard the movie was implicitly patriarchal the real world is patriarchy but ken is happy there because men are actually appreciated there and that by the end of the movie both decide to live in the real world,http://www.youtube.com/channel/UCFYfHp9qwixabK6jbwjSfRA,0.8885,positive,True
9596,@anjalijohnson1580,26/7/2023,0:10:39,0,men being mad that a movie about women for women by women isnt about men its a slapstick comedy that forces the world to look at itself some people just dont want to be forced to look at themselves the whole point of the movie is that barbie is herself and every woman to suggest that this movie and feminism isnt a good lesson is the opposite of what this movie wanted to accomplish,http://www.youtube.com/channel/UC2Tf6Ef_7wZPC6lhiO_OwFQ,-0.5466,negative,True
