Order,Reviewer_Name,Date,Review,Sentiment Score,Sentiment Category
170,tiannac-75060,1-Aug-23,when i first heard about this movie i didnt want to see it then i watched the trailer and my mind was changed instantly margot robbie as barbie could not have been a better casting choice ryan gosling as ken was just chefs kiss its a wonderfully beautiful and talented cast its charming funny touching powerful and overall perfect the soundtrack is fantastic ive been listening to im just ken on repeat for days now the diversity and representation within the cast is beautiful and so exciting to see in a movie as big as this one greta gerwig and everyone who worked on this movie absolutely knocked it out of the park,0.9911,positive
171,cliftonofun,23-Jul-23,granted my experience of barbie may have been influenced by the fact that i saw it an hour after getting out of oppenheimer but i gotta say i thoroughly enjoyed watching this one in a crowded theater on opening weekend the degree of difficulty here cannot be overstated just making a decent movie about barbie is tough making one that is hilarious and insightful and at points actually touching that should be impossible but gerwig nails it in many ways not everything worked for me but not everything works for me in any comedy overall they told a story about a toy which i have no attachment to and at points would have described as problematic and totally sucked me in and based on the theaters reaction around me i wasnt alone,-0.0444,neutral
172,madisonsolomon,6-Aug-23,this movie made me laugh and cry it was a beautiful commentary on sexism and the patriarchy and how it affects little girls while still poking fun at it all it also spreads a really inspiring message about mothers i personally wouldnt show this movie to a child too young as there are a few jokes about how barbies dont have genitals one bleeped f word and a few mentions of beer it was a little depressing but overall very inspirational despite of course the discussion of misogyny i laughed through the whole thing it was hilarious it addressed also how adult womenmothers feel self conscious about not being perfect it was beautiful and id watch again,0.9663,positive
173,ericstevenson,12-Aug-23,i initially thought this movie was this movie was about barbie finding out that she was a toy but she actually already knows that anyway this movie was about barbie getting real emotions and going to the real world to find the girl revealed to be a grown woman whos playing with her barbie toy wrong theres a halfway plot switch as the second half is about ken well the kens taking over barbieland and changing it to kenland i admit that the second half isnt as good as the first the movie probably could have been trimmed by twenty minutes and it would have been better will ferrell is in this but the problem is that he isnt used morewait he was in stranger than fiction a movie about a guy who found out his life was being controlled by a writer he was in the lego movie as the father of a son playing legos who found out they were alive now hes in this movie about barbie finding out her purpose is this all the same character anyway the kens arent really villains and its nice to see such a beautiful looking movie with great costumes some great jokes and a fairly unique setup yes the barbie girl does appear as a remix in the credits ,0.9915,positive
174,gokulmadhu-37537,23-Jul-23,this movie was supposed to be fun light hearted watch but turns into an obnoxious headache filled with political message on and on and onthe only relief is honestly ryan goslings ken who made me crack up multiple times and he lives as ken to be honest there is no ryan gosling anymore its just ken and he was the protagonist for methey really show men as cowardly stupid needy power hungry and so on and on when they showed the real world they could have shown the good and bads parts of it but only the so called patriarchy was shown like come on as if its not already clear for us as audience that all men are horrible and mistreats women we are treated with many monologues of feminism you would at least think they would go for true equal rightsthe thing which actual feminists used to fight for at the very end but nooo the men get satisfied with just 1 seat in that institution instead of it being half and half,0.1088,positive
175,hmbrisbo,26-Jul-23,this might just be the best movie ive ever seen the more i think about it the more i realize just how genius it is i mean they really thought out every little detailmy favorite part is that if you love this movie you get the movie and if you hate the movie you also get the movie it truly is a movie for people who love it and hate it its for everyoneid like to talk about the genius of this plot for a moment we start off in a matriarchal society however its a society created by little girls so the barbies are not violent towards the kens they just arent obsessed with the kens the kens are just in the background this is representative of how children girls feel then we go into the real world and we are introduced to a patriarchal society but not just any patriarchal society its a society created by adults so we see toxic masculinity and we see violent tendencies then we go back to barbieland and ken brings all of his knowledge of the patriarchy with him he creates a toxic meninist movement which emphasizes the point that extremism is not the answer we cannot overcorrect a mistake or it will cause more mistakes the kens start to become violent even towards each other this is a good representation of what women deal with in the real world we cant even rely on each other sometimes women can be hateful towards each other as well finally the movie comes to a close with barbie taking a small step in the right direction she says it doesnt have to be barbie and ken its barbie and its ken now heres were people start to get pissed barbie just got done saying that the barbies and kens need to start living as equals but when when of the kens asks to be on the supreme court the president barbie says no thats too far lets start with maybe a cabinet member or something wow how could they just kidding youre supposed to be angry about this this is an accurate representation of the real world the movie literally ends with the barbie world being an exact replica of the real world only with the gender roles reversedanother thing id like to point out is that even ken says at the end that he didnt really like patriarchy anyway he just wanted to ride horses again this is because he is a doll in a world created by children i think theres a lot to unpack here but my overall take was that the world is a better place from the pov of a child and adults are the ones who are ruining everything even mattel is kind of shown as a bad guy in the movie but even they say they didnt make barbie for her to become a sexualized standard they made barbie to allow girls to dream of more than just being a mother with barbie they can be anything they want to be it wasnt until adults came along and taught us to sexualize barbie that we started to hold her to a different standardi think most people watch this movie and see the beauty and the genius of it i think a few hateful people will watch this movie with their tainted glasses and their preconceived biases and they will get very close to understanding it every person ive see criticizing this movie im like youre so close to the point youre basically running head first into it that is the most frustrating and the most gratifying thing about this movie its a trap you cant say hateful things about it without proving the point of the movie,0.7437,positive
176,Mr-Fusion,31-Aug-23,really didnt know what to make of barbie given the marketing so it was never really on my radar but eventually my kid goes on about it at length and the cultural fervor starts getting the the ol curiosity piqued so here we are and it delivers i think its a fun movie with great dance numbers phenomenal sets and excellent performances from both robbie and gosling i love the use of practical effects in creating a living playset and most of the jokes at mattels expense land pretty wellthe most common criticism ive heard is that its preachy and maybe it is all i can say for certain is that it spoke to everyone in my household were all feminists here we can probably all agree it is a lot better than a mattel movie has any right to be and honestly margot robbie is fantastic,0.9937,positive
177,owenjmiddleton,24-Sep-23,when i went to sit down to watch barbie  i had high hopes so many people had said so many good things about it i figured they couldnt all be wrong however i should have listened to my friends who were not telling me good things the movie suffers from mixed messaging it is dull in places very unfunny and is over long its not quite sure who its audience is meant to be after all it appears to be appealing in places to children but 97 of this film they wouldnt get if youre a person like me who has a visual impairment its not even completely accessible in short if you havent seen it yet dont,0.5959,positive
178,ymrhqtrz,22-Jul-23,i somehow managed to convince my immensely macho friend to watch this film with me and boy was it an amazing experience margot robbie added a level of depth to this character that has previously never been shown her performance wholeheartedly needs to garner her every award for acting ryan gosling as ken also needs awards he was immensely funny and showed emotions at the right time america ferreira needs to win an award for best supporting actress her monologue towards the end was just wow the film has a ton of heart humor and the ability to make you go from being sad reflecting life to laughing out loud i would highly recommend that everyone watch this film its quite the experience,0.9932,positive
179,mpavaonunes,22-Jul-23,barbie turned out to be a bit of a letdown i had high hopes for the movie but it didnt quite meet my expectations the story felt forced and the narrative lacked a decisive direction there were moments of humor but it missed the opportunity to be hilariously entertaining the film could have been much better if they had taken advantage of the potential for creative and imaginative storytelling that the barbie franchise offers despite the visually appealing scenes the overall execution left me feeling unsatisfied i hoped for a more captivating and memorable experience but unfortunately it fell short of delivering that it is good entertainment,0.9682,positive
180,mgumsley,16-Aug-23,this film had to be more than advertising mattels famous doll which set the standard for playthings fiftyodd years ago and getting greta gerwig to direct a movie about barbie seems to have been a creative masterstroke as expected she has delivered a stylish incarnation of the sometimes muchderided doll and its a fun movie that carries its serious message quite lightlyit looks spectacular with barbieland depicted with so much pink it could be nauseating but the camera is moved around very skilfully so that images are fleeting with most of the characters being ken or barbie it is easy to follow and the audience knows that margot robbie and ryan gosling are the pair to followthe plot is simple enough with barbie suffering a trauma that causes her to visit the real world where some shattering illusions cause her to rethink her role as a female icon robbie is stunning in this role she has always shone in playing over the top characters and barbie has given her plenty of scope for this she is matched by a superb ryan gosling clearly enjoying playing a downtrodden male who gets a chance to avenge his status and the rest of the cast are all good as well particularly america ferrera as a mattel employee who sees through the barbie dream and will ferrell being the usual will ferrell as the boss of matteli really enjoyed the film but the second part was somewhat overlong gerwig also couldnt resist getting into a preachy mode as the ending approached i docked two stars for that but otherwise this film was the tonic the film industry needed there have been too many mediocre films lately this isnt one of them,0.99,positive
181,mateosilie,28-Aug-23,lets start with what i enjoyed the scenery costumes and music were very nice but i believe that this movie was way overhyped i expected barbie to be a touching movie that showed the positive and negative effects of this doll on society with a few funny jokes here and there instead i was greeted with an overly dramatic some would say cringey movie that sounds badly written it seems that this movie doesnt fit in any category it is definitely not a drama nor a comedy as all the jokes were laughable but for the wrong reason the moral of the story is one that can definitely be appreciated but just isnt suited for this type of movie a pink doll travelling between the barbie world and the real world wasnt enough to convey a strong message on the stringent beauty standards that hurt this generation of women if you are not into barbie this movie is definitely not for you,0.9697,positive
182,themurphys-11710,26-Jul-23,great visuals but the plot felt like a bunch of stale ideas that the writers were desperate to include but hadnt really thought through a real missed opportunity to take the discussion forward about changing societys gendered expectations for both men and women instead the writers chose our existing system  but with women in charge  as the final outcome even though they had a whole imaginary world at their disposal to explore an alternative this was not a kids film but it was quite a childish treatment of an important topic i fell for the marketing campaign though it it got me excited to see the film and buy a ticket but the bait and switch nature of the campaign left me confused and disappointed,-0.311,negative
183,chadwick-86955,17-Aug-23,barbie is such a unique movie it will probably become a very popular movie at least a cult movie great songs  it was a musical at times  great talents the jokes were embedded everywhere in the movie the phrases the tshirts the signs i will have to watch the movie again to pickup on more of themthe movie starts with the individual issues with barbie and ken and then kens feelings for barbie and the lack of feelings that barbie has for kenthey are dolls so some of the premise of the movie is really inconsistent  and so many people including myself are trying to latch on aspects of the movie that they want to champion folks are now getting serious about the movie and its messages those folks must be too young to have gone through the 70si am not a movie fanatic so i am not aware of the possible meanings that the writersdirectors hadimo this is a gynocentric film but it is supposed to be a spoof the barbie environment was created in a time of typical malewomen roles but exploited to an extreme barbie was always slim white and had some room for possible growth ken was a complete airbrain only to accompany barbie possibly so she wouldnt look like a promiscuous womanmy daughter had no desire to play with dolls especially barbies nor did i want her to she had her favorite doll not a barbie but it was more of a companion she was not its mother my son did not play with toy soldiers he had no interest in them nor did i want him to nor playing with toy guns probably not for the typical reasons when he got older it was limited to lasertag with a clear distinction from realitythe movie skips around with kens understanding of his lack of value barbies lack of affection for him barbie and ken then learn about the real world barbie of course is devastated when she finds that real women dont have the same life as in barbieland where women control the world in real life they dont do anything they have no influencepower important jobs which can include just about anything and are completely and utterly controlled by men right that is realistic the kens find a completely different life as well they actually can act like idiotsthe kens then go off on some idiotic campaign to overthrow the barbies  stupid but funny great musical numbers the kens have been ignored for years the barbies objectified this is when the film goes off on a gynocentric bent only concentrating on the oppression that barbies have had forget the kensthe film apparently wants to get more philosophicalgenuine at the end this is ridiculous there are booths at the theatre where photos can be taken merchandise purchased etc this is nothing more than a moneymaking opportunity keeping the same ideas so now girls should be supporting this theme getting pictures taken with barbie wearing the pastel pink clothing that has been proven medically as causing epilepsy a joke  i am not sure what new information the movie has for folks  if any reading comments some folks are actually considering the movie to exposing the problems of today i hope society has progressed a bit further than the original barbie concept for both the barbies and the kensthis movie will become a cult classic,0.5626,positive
184,michael-kerrigan-526-124974,10-Aug-23,in my view theres two ways to watch  interpret barbie first watch it with a critical eye about how mattel have realised that they have to move with the times and to sell more dolls they need to normalise barbie second just have fun both work it is genius quite frankly mattel have taken criticism on the chin but ultimately know that theyll be quids in with a new flat footed barbieyou should watch it and work out where you stand to refuse to watch it because its about a doll is missing the point in my view its a great movie to just watch and have fun with but equally you could watch it with a critical eye and work out where you stand,0.4767,positive
185,MovieFanatic1995,5-Aug-23,i went to see barbie in theaters today and it is one of the best comedies of this yearthe story is really good margot robbie and ryan gosling did awesome as barbie and ken respectively the production design is amazing greta gerwigs direction was pretty good and the soundtrack was great billie eilishs song what was i made for was also so goodbarbie is one of the best movies of 2023 and my fifth favorite movie of 2023 so far i recommend going to see it in theaters even anyone who isnt a fan of the barbie dolls will enjoy this movie this is also the 2007 liveaction bratz movie done right,0.9917,positive
186,j-mayo1999,21-Jul-23,barbie while not something i would typically watch caught my interest i watched the trailer and felt as though this would not be a typical kids movie the humor surprised me as i laughed multiple times the cameos were great the main cast was perfectly cast ryan gosling shined as ken i was overall pleased with the moviei will say that the humor is catered to parents in some aspects the kids also have humor that they will enjoy this movie is mainly for preteenteenagers some parents of kids that are 10 years of age or younger may find the movie offensiveoverall solid movie with a great cast and a good script no doubt a movie that was need for this summers box office,0.9885,positive
187,spencerdietrich-98418,24-Jul-23,barbie the movie is great it stars margot robbie as the character barbie theres also some so many starring actorsactresses who are also in that movie who they are fictitious this movie is great for all viewers to watch including millions people across the nation worldwide the movie is a comedy live action and funny margot robbie is an inspiring actress known for her movies such as i tonya about time and so much more this movie is an inspiration for people who want to watch and see viewers who want to watch this movie watch it anywhere anytime thank you and have a nice day,0.9769,positive
188,EvanparkerT,10-Aug-23,went in to see for margot robbie left giving flowers to ryan goslinggreta gerwigs barbie is a one of a kind type of movie and arguably the movie of the summer greta brings the world of barbie to life with its visually dazzling cinematography amusing soundtrack and choreographies and lively hot pink set pieces the films satire commentary tackles on sexism societal norms and existentialism that will connect with the viewers while also give them a good amount of chuckles here and there and last and certainly not least the entire ensemble brought their barbie and ken game with robbie and gosling giving oscar worthy performances barbie is a movie id watch in theaters,0.9638,positive
189,pc95,20-Aug-23,just saw barbie today directed by greta gerwig it is a bit difficult to rate slow to start  a tedious first 30 or 40 mins didnt like the lift from 2001 either but the latter half with gosling somewhat makes up for the beginning his musical number was fantasticaspects of it reminded me of pleasantville peewee hermans big adventure eternal sunshine of the spotless mind and even a bit from the matrix  some interesting associationsoverall kinda liked the movie but can only give it a fair rating the mattel chasing subplot was superfluous and detracting coupled with the slow start needing rework could have used better conflict focus and editing on the story i think needed to cut some of the vague ideas or loose ends and focus on theme of interpretation and melding of materialismpaternalism overall mixed,0.8969,positive
190,kezerian-casey,23-Jul-23,i think barbie has always been about women empowerment and im glad theres a barbie movie that doesnt tiptoe around it to spare feelings this movie was not marketed towards kids it was clearly meant for adults who grew up with barbie its an important message and it was told well the cinematography was also incredible loved the costumes the casting everything about it margot played a literal perfect barbie i loved the scene where she was supposed to be ugly and the narrator made a joke about margot being the wrong person to cast if you wanted to make an ugly scene with her ryan gosling also have an amazing performance as ken even when he was being a douche he still came across lovable,0.9665,positive
191,zebthered,26-Jul-23,barbie vs oppenheimer was an amazing event to take place if you want to say they were even going against each other it was very enjoyable to see this take place thoughbut as for barbie the movie was okay in my opinion it was no doubt hilarious and joyful i would probably rewatch it for that reason but the movie itself just kind of lacked something i think the story was okay had some good messages some parts just didnt work well the storyline of the daughter didnt make sense because one scene shes mean and terrible then all of the sudden shes nice just didnt work that wellbut overall it was just okay probably wont watch it again,0.9072,positive
192,Airman87,21-Jul-23,when things start going awry in barbieland it is up to stereotypical barbie blonde hair blue eyed version to reset the matriarchal pieces in the perfect plastic world that represents everyone equallyor slightly less equal if inverse to reality were offsetting while robbie is an idealistic barbie goslings charismatic nature completely directs attention away from margot anytime the two share frame  it really does become the ken movie for much of the second act as goslings character dominates the screenof course this is all the plot oversimplified to its core the moments of unabashed humor and there is lots of it speak for gerwigs witted personalityunfortunately the preachy tone carried throughout the movie also does too the film has its moments even if the ending leaves some viewers indifferent its probably worth the watch if you just want a few chuckles and nothing more,0.91,positive
193,etoilethursby,7-Aug-23,i couldnt wait for this to come out and when it did i saw it on the day of the release and ohh my everyone clapped and cheered at the end and in the uk no one ever does that but anyway i went with boys and girls and all of them enjoyed it i think truly it puts a message forward which might sound cringe but i dont care but everything about it was so good the acting was phenomenal the casting was amazing the cinematography the music just so good oh my god ive seen it a couple of times now and each time i finished the movie i was so happy for the rest of the day i was dancing and skipping around anyway i love this movie a lot,0.9911,positive
194,lucasferreracoimbra,1-Aug-23,the barbie movie is a mixture of comedy and an analysis of an old era idea using scenery that rivals classics like playtime and a cast that was clearly handpicked with stars like margot gosling and farrell the movie features an astonishing soundtrack including ice spice dua lipa tame impala billie and much more barbies presentation is topnotch and some might even say it couldnt be any better i wouldve agreed however the writing itself doesnt quite match its other impressive traits despite adapting the boring and monotonous toy line into something actually interesting on the big screen it felt throughout the movie that the ideas of the writers were too disjointed this led the director to piece together a selfexploration story with a modern world outlook topped with media manipulation and a critique of society from a male perspective with a side dish of a womanly critique of society safe to say not every point got across as intendedthe plot starts in barbie land where we witness robbies characters journey and her existential quest concerned for her designated childs fate due to the villainous scholiosis the tall blonde takes action the movies second part shifts to reallife segments offering hilarious situations with ken  barbie the perfect doll believes shes found her child but faces an unwelcome surprise realizing the world is the opposite of her magical land nobody admires loving barbies and the kens are the ones in control in contrast the muscular blonde embraces and reshapes his former land into a fratboy utopia after finding her true partner in the childs mother and returning to barbie land the toy discovers its destruction under a horseloving mojo dojo casa house living and beerdrinking government with a pep talk from her former playmate she learns about womanhood and reclaims her home using girl powerand this without the inclusion of matel and the ending it tries to reach for the stars with the juggling of three major themes but it has the wings of icarus represented by its 2hour runtimethe main three themes are the search for ones self the media prying on those who are deeply insecure and the question of womanhoods position in society however not all themes were treated equally the search for ones self for example had a great realization with the protagonist slowly becoming different from the others becoming weird as the movie put it and ending with the pursuit of reality not succumbing to a safe bubble but embracing the truth fully on the other hand the theme of womanhood feels somewhat forced in the end taking away from the main conflictthe movie starts the process of exploring this theme with the conflict between barbie and the child of her owner showing that barbie isnt as glorious as she felt however after this nothing truly develops the kid joins the journey and sees that barbie is a woman just like her which doesnt really correlate with anything before that to be honest it feels more like a relatable moment rather than an actual thing but i guess that is what solves the big kenland problem the middle ground gets taken by the character arc of ken and his performance steals the show but the way its solved pretty much trivializes the issue ken was facing making it an unsatisfying ending that boils down to men are big dumbdumbs is extremely unfortunate as it was in my opinion the most interesting part of the movie however you cant really rival i am just ken partsomething even more unfortunate was farrells character hes such a good actor but he was incredibly wasted in this role i understand that its a barbie movie and kids will be there and making the man in the suit dumb will make hilarious jokes for toddles however couldnt they you know not put farrell his role doesnt really scream expertise and other than that they arent even plotrelevant i feel like if they just cut this part entirely the movie would have had a lot more to gain besides the movie is pg13 so they dont really need to consider slapstick comedy sorry for offending mr bean fansin conclusion the barbie movie is surprisingly more than kenough it provides an amazing soundtrack and even better performances however it didnt deliver that well in its plot points i wouldnt say its a mustsee but you might be missing out if you dont watch it,0.9878,positive
195,atomeckova,23-Jul-23,to me barbie was a wonderful exploration of feminity and womanhood while also encompassing themes of patriarchy and the entitlement of men i wasnt really sure what to expect beforehand but i was truly enjoying it and smiling nearly the whole time it pains me how all women and girls will be able to relate to some of the scenes and it angers me so much how men seeing this movie just hate it for the sake of hating something pink and funmen aside i do think it healed something in me however clich it sounds and i will gladly rewatch it would definitely show it to my future daughter if i planned to have one i think its an incredible celebration of femininity and i think women deserve to enjoy every second of it without having to worry about anything or anyone else 3,0.877,positive
196,danieljfarthing,12-Sep-23,the colourful  musical barbie is set in the plastic uptopia of barbieland  a helen mirren narrated dolls world of stereotypical barbie margot robbie token kens like ryan gosling with his token michael cera  john cena empowered barbies like issa rae  alexandra shipp and weird barbie kate mckinnon  into which existential confusion seeps with mattel ceo will ferrell via a portal to the real world thru america ferrera great greta gerwig directs with striking bright vibrancy but her cowriting with noah baumbach is bogged in its struggle against the patriarchy theme despite a light veneer its fun  but with a heavyhanded message,0.7615,positive
197,yftdmvzz,5-Aug-23,this is quite possibly the most overhyped movie ever the plot is forgettable and alot of the films plot points contradict the overarching themes barbie was horrified by the patriarchal society in the real world however when she came back she helped create a matriarchy by appointing all positions of leadership to barbies and refusing to let kens sit on the senate the kens were objectified throughout the movie not being given any validation but when they took over barbie threw a tantrum and refused to sympathise with them also the barbies had no objection to the kens instilling a patriarchy and rolled over immediately conforming to their rules without a second thought they were meant to be these strong feminist characters but they did not have a mind of their own and it took the monologue of a side characters superficial problems to bring them to their senses these issues take away from the meaning of the film and overall the idea was executed poorly the movie has some plus points being an partially enjoyable comedy but is not worthy of the 8 ratings an excruciatingly mind numbing movie with some moments of laughter wait for this one to release on dvd or streaming platforms,-0.8836,negative
198,andrewchristianjr,21-Aug-23,"very well made terrific directing acting and writing it gets deeper at times but the best part of it is that it isnt trying to be heavy and meaningful the whole way through it has a good balance of the more emotional moments with lighthearted humorsynopsis
based on the barbie fashion dolls by mattel it is the first liveaction barbie film after numerous computeranimated directtovideo and streaming television films barbie suffers a crisis that leads her to question her world and her existenceleaping out of her pink plastic wonderland onto the big screen the most famous doll in the world is ready to break free in greta gerwigs epic liveaction adventure starring margot robbie and ryan gosling its time to put on your perfect summer outfit and channel your inner barbie and kenergy",0.9807,positive
199,Jithindurden,21-Jul-23,barbie is exactly the movie the trailers promised different from what you expect from a toy adaptation but not fully up to the talents of the writers and director involved an existential comedy for little girls and adults is the best way it can be described its very well made with the use of extensive sets and amazing actors in it entertaining throughout the movie even if it is mostly predictable great message even if it gets preachy a little bit which surely is going to invite a lot of hate towards it too it also shows different sides of the kind of issues in our world by juxtaposition the selfawareness works to a point too but the constant and blatant toy promotion kind of makes the whole thing almost pointless i mean i get it that mattel only made this so they can sell their toys and was ready for the film to criticise them for the same but do they really have to overcompensate for that like this,0.9887,positive
200,huey2088,11-Aug-23,i was never into barbie as a child because i thought shes just a boring toy the operative word being  toy so when the controversy started about her impossibly small waist sky high beauty standards white skin and blonde hair i thought some people just have too much time on their hands or because theyre just jealous at someone elses success its easier to blast someone elses hard work rather than strike it out on your own and keep doing itthe way children perceive toys remain unchanged a young child who picks up a barbie will not immediately think if at all they must aspire to have the dolls physique children play with toys out of enjoyment and by using their innocent imagination they dont think about the underlying message or intention behind every toy the politicising comes from some adults who can scream the loudest and longest ruth handler created barbie after seeing her daughter playing with a paper doll she wasnt into politics or trying to change cultural standardsgerwigs barbie is an example of an adult using a doll to scream her many many lectures to the masses the movie looks like its for children and teenagers but the script is the opposite this is where it becomes confusing and the storyline thin too many speeches aiming at the patriarchy control pointing out that its a sexist world controlled by men but showing all men in this movie as idiotsthe portrayal of men is very black and white stereotyping barbie robbie goes into the real human world and shes heckled by men at the beach and if thats not a clear enough message she visits a construction site where you guessed it the men starts to make derogatory comments as well then theres the mattel hq where its of course run by men in suits who are naturally idiots one of the lower ranked male employee swindells even say im a man with no power does that make me a woman whats with half of the sex education actors cast in this movie the brilliant ncuti gatwa playing a hetero kenat just under two hours you can guess why that is  theres not much else going for it so the soundtrack plays a big part in driving the narrative to the point youre wondering if this is a movie or a music channel the second half descends into a weird but clumsy attempt at humour that a child would find boringrobbie and gosling do a decent job with the flat material they were given barbie is an iconc doll and thats all she is a toy  so a movie keeping to that theme without the controversy would have been more entertaining and in case youre so numb from all the preachiness the trump and his wall sideswipe under a guise of a joke shows how the writers just wanted to cover as many isms as possible by using barbie as a prop,0.9375,positive
201,RoxReview,5-Aug-23,this movie really is what i needed the casting is perfect ryan gosling as ken nobody wouldve think it would be that good i really had a fun time with a lot of laughs yes there is a serious undertone in this movie about the diffference between womenmen but its given also in a fun way america ferrera is giving a bombing acting like she always does margot robbie is just wauw she is made for this role im so glad she got the role and not amy schumer as previously requested i would die to see the movie again for the first time for now i will just wait for it to come on streaming and will stream it again we are kenough,0.9592,positive
202,xmaspoophat,26-Jul-23,when i went to watch this movie i went to watch it as the amazing combo barbinheimer barbie and oppenheimer i tried my best to avoid spoilers for both of these movies and let me just say going into this movie blind made this a phenomenal experience the way stereotypical barbie changes is a pleasant surprise and the way this movie deals with problems in modern society upfront and while admittedly toned down a bit theyre all still there the plot of this movie makes it a fantastic watch and i was delighted by not only how the jokes were seamlessly thrown in but the jokes themselves this movie wasnt only just kenough this was so much more than being just kenough for the children and adults in the audience the movies so selfaware but it isnt the usual type this is a type of selfawareness that can lead you to view the world differently the problems barbie struggles with arent unreasonable theyre relatable at heart and spread a good message this movie is wonderful and i highly recommend it,0.9734,positive
203,bo_w,27-Jul-23,barbie is basically exactly what we need right now a hilarious summer blockbuster with a social commentary nuanced enough to allow young ones to enjoy but present enough for you to get something out of it margot robbie is brilliant and a perfect barbie gosling shows off his incredible comedic talent more than evermost all the jokes land well its clear that the actors understood gerwigs vision and gerwig and baumbachs script set and costume design are on another level in barbie the distinction between barbieland and the real world is done very well thanks to set designsee barbie,0.9915,positive
204,hollieking81,12-Aug-23,but was pleasantly surprised i found it very emotional fabulous casting dancing and soundtrack my daughters 6 and 8 also loved it my husband even went along and got a few laughs but ended up at the pub with my youngest because the cinema in general was too loud for her i can see how it could upset and make people uncomfortable that are after a comedy seen through the eyes of a stereotypical comedy director but that is what makes this movie so different definitely bring some tissues if you have any sort of motherdaughter relationship both good bad and inbetween i am so glad i could see a movie like this with my daughters,0.9889,positive
205,INTXb,6-Aug-23,i took my whole family to this movie thinking it was something we all could enjoy at least a little my two girls are 6 and 8 i realized going in that its mostly for adults but i wasnt expecting it to be totally for adults given the theme too bad my oldest daughter was so disappointed by it that she was crying after and didnt understand it to be honest  she thought it was going to be more fun because we watched the trailers over and over i mean it was a fantastic production and a lot of creativity went into making the barbie world but why did they have to make the barbie characters so introspective so much crying and melodramatic parts for a movie that should be geared towards a kids imagination and why did the ending need to be so lame i thought at the very list they could have ended it on a fun note for the kids but the ending really sucked for my daughters,-0.7293,negative
206,jtkwtc,9-Sep-23,i was excited by the hype from this movie it seemed early reviews were enthusiastic about the themes and tone of the movie the first 30 minutes were slow the middle frenetic and the last boringit seemed like it just drags and i still doesnt seem to have a cohesive message and some of the characters really had no contribution or purpose i was sorely disappointed overhyped and unsurprising my wife even fell asleep my teens left without a sense of what the story was it was jumbled and i feel reviewers are praising it for the sake of praising a female empowering movie but those have been done much better before and without being tacky,0.8299,positive
207,jmccrmck-65172,7-Aug-23,this film exceeded all of my expectations a n d i was looking forward to seeing it i wonder about any parents who might bring their children to see it expecting something quite different from what this film is one hour fifty four minutes of fun from beginning to end satire sarcasm  humor at every turn production values and acting off the charts good i cant believe mattel let them make the movie with complete artistic freedom think of nicole kidman in the amc promo before a movie starts and says  somehow heartbreak feels good in a place like this  well somehow watching a silly spoof like this movie feels great all the way through and even afterwards i loved it and i am not surprised at the huge box office  this movie rocks,0.981,positive
208,kmfazio,18-Aug-23,like many i saw the ads and read the hype surrounding this movie and who would walk away from the perfect summer time movie that features margot robbie and ryan gosling i mean just based on curiosty alone what would a movie about a childs doll be about so off to the movies we went and after the first 2 minutes i was already having a bad feeling about this oneand i really wanted to like it as expected much of the movie happens in barbieland a perfect little beach front community where everyone cherishes barbie lots of singing and dancing colorful scenery character introductions and so forth you wonder where the story is going and out of the blue comes the theme of death so at this point its no longer a kids movie imo and the story developes into barbies mission to cross in to the real world to save the person whos not happy with their barbie doll and by not happy i mean depressed with thoughts of death a pretty dark twist so the mission begins with ken and barbie visiting la the story becomes a mix of several themes including female enpowerment corporate greed and a push for a male dominated society although i chuckled a couple times this movie never sucked me into the story to the point where i felt i wasnt in a theater if you know what i mean in fact it felt like every 15 minutes i was hoping the movie was over margot and ryan give outstanding performances but the novelty of barbieland quickly wears off leaving the audience blasted with bubblegum pop music and watching barbie disolve into an emotional trainwreck as she faces a personal identity chrisis of course this becomes the stories message to tweens that lifes hard its ok to fail and finding strength to succeed isnt easy regardless of gender its an awkward movie in that it doesnt really fit for kids or adults unless you ignore the story and just look at the pictures,0.2082,positive
209,b_zager,23-Jul-23,"ruth handler the inventor of barbiehad a vision of a grownup doll that little girls could love in barbies world everything is perfect not messy and unpredictable like in the real world you can dress her and play with her in whatever fantasy you want  in a long scene mattel executives are chasing the now human barbie to get her back in the box acknowledging its patriarchal structure is designed to keep women second class it does mention but glosses over its role in pushing handler out of the company supposedly for tax
violations one critic noted that mattel mentions itself no less than 35 times during the film that said there are some hysterically funny bits that will appeal particualrly to those of us over 60 years oldi thought ryan gosling was miscast as ken but margot robbie as barbie was spot on",0.3123,positive
210,thedarkknightreturns-96915,10-Sep-23,dont know where to begin this movie is a bland salad cant believe i actually see people throwing around the word masterpiece to describe this complete and utter trash of a movie jaws schindlers list inception kill bill those are masterpiece this movie is master poop if u are having trouble falling asleep then watch the first half of the movie its a snoozer script is clumsy this movie is what is wrong with cinema and television as of late dont know who they are making movies for this is definitely not for the general public this isnt a movie anyone wanted to see the masters like christopher nolan could fart a better movie than this,0.6369,positive
